Date,Time,Incoming/Outgoing,Phone,Nickname,Location,Country,Partner's Phone,Partner Nickname,Partner's Location,Partner's Country,Duration (min),Surcharges ($),Features
1-Feb-16,9:31,outgoing,8864023412,Betty,"Mobile, AL",USA,5191799014,Bob,USA,United States of America,3,0,
14-Feb-16,9:22,outgoing,8864023412,Betty,"Corpus Christi, TX",USA,1605323700,,USA,United States of America,10,0,
14-Feb-16,11:01,incoming,2610268075,Pete,"Salem, OR",USA,4336019477,,,,1,0,
4-Feb-16,11:31,incoming,2222822772,Mary,"Laredo, TX",USA,5431034828,,,,3,0,
31-Jan-16,12:37,outgoing,2610268075,Pete,"Chesapeake, VA",USA,9208673223,,USA,United States of America,2,0,
4-Feb-16,13:31,outgoing,5191799014,Bob,"Fort Collins, CO",USA,8864023412,Betty,USA,United States of America,1,0,
17-Feb-16,13:13,outgoing,5191799014,Bob,"Little Rock, AR",USA,4013514344,,USA,United States of America,18,0,
30-Jan-16,14:36,outgoing,5191799014,Bob,"Fayetteville, NC",USA,822209547,,USA,United States of America,1,0,
27-Jan-16,15:26,outgoing,5191799014,Bob,"Westminster, CO",USA,8864023412,Betty,USA,United States of America,2,0,
9-Feb-16,17:24,outgoing,1432520729,Will,"Richardson, TX",USA,722784109,,USA,United States of America,13,0,
12-Feb-16,18:19,outgoing,8864023412,Betty,"Mesa, AZ",USA,1102267460,,USA,United States of America,2,0,
7-Feb-16,18:22,incoming,5191799014,Bob,"Glendale, AZ",USA,8864023412,Betty,,,5,0,
25-Jan-16,18:22,outgoing,8864023412,Betty,"Tulsa, OK",USA,5191799014,Bob,USA,United States of America,5,0,
29-Jan-16,18:33,incoming,5191799014,Bob,"Denton, TX",USA,8864023412,Betty,,,1,0,
17-Feb-16,18:33,outgoing,8864023412,Betty,"Rockford, IL",USA,5191799014,Bob,USA,United States of America,1,0,
13-Feb-16,18:27,outgoing,8864023412,Betty,"Denver, CO",USA,1374892509,,USA,United States of America,7,0,
19-Feb-16,19:21,incoming,8864023412,Betty,"Grand Prairie, TX",USA,8599864621,,,,1,0,
19-Feb-16,23:09,outgoing,5191799014,Bob,"Corpus Christi, TX",USA,8370490593,,USA,United States of America,1,0,
18-Feb-16,0:06,incoming,2222822772,Mary,"Pueblo, CO",USA,6731224662,,,,1,0,
29-Jan-16,1:47,outgoing,5191799014,Bob,"Murfreesboro, TN",USA,6878295629,,USA,United States of America,1,0,
24-Jan-16,8:56,outgoing,1432520729,Will,"Rancho Cucamonga, CA",USA,3830990480,,USA,United States of America,21,0,
26-Jan-16,14:34,incoming,2222822772,Mary,"Sunnyvale, CA",USA,8104794244,,,,1,0,
30-Jan-16,16:21,incoming,2610268075,Pete,"Woodbridge, NJ",USA,7259037947,,,,2,0,
5-Feb-16,18:37,incoming,2222822772,Mary,"Mesa, AZ",USA,7563467408,,,,1,0,
1-Feb-16,20:06,outgoing,2222822772,Mary,"Murrieta, CA",USA,1466825876,,USA,United States of America,2,0,
12-Feb-16,20:42,outgoing,9466920036,Jane,"Inglewood, CA",USA,4394832337,,USA,United States of America,2,0,
8-Feb-16,21:03,incoming,2222822772,Mary,"Durham, NC",USA,2079509665,,,,1,0,
16-Feb-16,21:00,outgoing,9466920036,Jane,"South Bend, IN",USA,3850033540,,USA,United States of America,1,0,
19-Feb-16,21:06,incoming,2222822772,Mary,"Vista, CA",USA,8009811210,,,,7,0,
5-Feb-16,8:13,incoming,2610268075,Pete,"South Bend, IN",USA,5019781555,,,,1,0,
28-Jan-16,11:20,outgoing,8864023412,Betty,"Orlando, FL",USA,4175729001,,USA,United States of America,1,0,
17-Feb-16,14:29,incoming,2222822772,Mary,"Lakewood, CO",USA,6812925596,,,,1,0,
14-Feb-16,15:56,incoming,2222822772,Mary,"Cleveland, OH",USA,3313856051,,,,1,0,
18-Feb-16,21:06,outgoing,9466920036,Jane,"Norman, OK",USA,9088317718,,USA,United States of America,1,0,
16-Feb-16,10:39,incoming,2610268075,Pete,"West Jordan, UT",USA,1497720103,,,,1,0,
18-Feb-16,11:28,incoming,1432520729,Will,"Denver, CO",USA,2914104634,,,,1,0,
5-Feb-16,14:18,outgoing,2222822772,Mary,"Tallahassee, FL",USA,5523436973,,USA,United States of America,1,0,
18-Feb-16,14:19,outgoing,5191799014,Bob,"Miami, FL",USA,1674971490,,USA,United States of America,3,0,
25-Jan-16,14:48,outgoing,2222822772,Mary,"Lakeland, FL",USA,7445811138,,USA,United States of America,1,0,
3-Feb-16,15:01,incoming,5191799014,Bob,"Lexington, KY",USA,8040310262,,,,2,0,
28-Jan-16,15:27,outgoing,5191799014,Bob,"Dayton, OH",USA,5236362252,,USA,United States of America,1,0,
27-Jan-16,15:46,outgoing,5191799014,Bob,"Akron, OH",USA,3165414858,,USA,United States of America,1,0,
26-Jan-16,15:55,outgoing,2222822772,Mary,"Waco, TX",USA,8864023412,Betty,USA,United States of America,1,0,
26-Jan-16,16:01,outgoing,5191799014,Bob,"Fairfield, CA",USA,2580198796,,USA,United States of America,2,0,
27-Jan-16,16:40,outgoing,8864023412,Betty,"San Diego, CA",USA,3475323263,,USA,United States of America,23,0,
24-Jan-16,18:30,incoming,2222822772,Mary,"Stockton, CA",USA,9027458196,,,,1,0,
31-Jan-16,21:10,outgoing,5191799014,Bob,"El Paso, TX",USA,9306299034,,USA,United States of America,1,0,
19-Feb-16,7:21,incoming,8864023412,Betty,"Denver, CO",USA,2193198059,,,,1,0,
20-Feb-16,8:24,outgoing,8864023412,Betty,"Fremont, CA",USA,1124412401,,USA,United States of America,4,0,
10-Feb-16,8:31,outgoing,8864023412,Betty,"Oklahoma City, OK",USA,1470947039,,USA,United States of America,1,0,
20-Feb-16,8:55,outgoing,8864023412,Betty,"Davenport, IA",USA,8615075250,,USA,United States of America,1,0,
11-Feb-16,8:57,incoming,8864023412,Betty,"Palm Bay, FL",USA,6032873128,,,,1,0,
16-Feb-16,11:33,outgoing,5191799014,Bob,"Vallejo, CA",USA,7406772937,,USA,United States of America,15,0,
24-Jan-16,12:16,outgoing,2222822772,Mary,"Tucson, AZ",USA,3825077892,,USA,United States of America,2,0,
16-Feb-16,12:19,incoming,2222822772,Mary,"Saint Paul, MN",USA,8203166759,,,,1,0,
17-Feb-16,13:09,incoming,5191799014,Bob,"Cambridge, MA",USA,9028407797,,,,1,0,
28-Jan-16,13:18,incoming,2222822772,Mary,"Toledo, OH",USA,2610268075,Pete,,,1,0,
14-Feb-16,13:18,outgoing,2610268075,Pete,"Ventura, CA",USA,2222822772,Mary,USA,United States of America,1,0,
15-Feb-16,13:33,outgoing,2222822772,Mary,"Daly City, CA",USA,2610268075,Pete,USA,United States of America,1,0,
16-Feb-16,13:33,incoming,2610268075,Pete,"Carlsbad, CA",USA,2222822772,Mary,,,1,0,
5-Feb-16,14:06,incoming,2222822772,Mary,"Salt Lake City, UT",USA,2610268075,Pete,,,1,0,
14-Feb-16,14:06,outgoing,2610268075,Pete,"San Mateo, CA",USA,2222822772,Mary,USA,United States of America,1,0,
8-Feb-16,14:49,incoming,8864023412,Betty,"Amarillo, TX",USA,198197426,,,,1,0,
28-Jan-16,14:55,outgoing,8864023412,Betty,"College Station, TX",USA,2222822772,Mary,USA,United States of America,2,0,
21-Feb-16,14:58,outgoing,8864023412,Betty,"New York, NY",USA,3266124807,,USA,United States of America,10,0,
6-Feb-16,15:08,outgoing,8864023412,Betty,"Round Rock, TX",USA,8515611299,,USA,United States of America,1,0,
27-Jan-16,15:18,outgoing,2222822772,Mary,"Rockford, IL",USA,8864023412,Betty,USA,United States of America,2,0,
10-Feb-16,15:18,incoming,8864023412,Betty,"Arvada, CO",USA,2222822772,Mary,,,2,0,
16-Feb-16,15:16,outgoing,5191799014,Bob,"North Charleston, SC",USA,8755104002,,USA,United States of America,9,0,
27-Jan-16,16:33,incoming,1432520729,Will,"Yonkers, NY",USA,1383754204,,,,1,0,
30-Jan-16,16:44,incoming,1432520729,Will,"Miramar, FL",USA,9875099993,,,,1,0,
7-Feb-16,17:05,outgoing,2610268075,Pete,"Lakeland, FL",USA,6100013009,,USA,United States of America,4,0,
19-Feb-16,17:10,outgoing,2610268075,Pete,"Victorville, CA",USA,3946259007,,USA,United States of America,1,0,
5-Feb-16,17:11,outgoing,2610268075,Pete,"Carlsbad, CA",USA,3827034640,,USA,United States of America,3,0,
31-Jan-16,17:56,outgoing,5191799014,Bob,"Newark, NJ",USA,1910162548,,USA,United States of America,1,0,
21-Feb-16,20:05,incoming,1432520729,Will,"Wichita Falls, TX",USA,6936813796,,,,2,0,
8-Feb-16,20:52,incoming,1432520729,Will,"Killeen, TX",USA,9718624486,,,,14,0,
19-Feb-16,1:53,incoming,5191799014,Bob,"Rochester, NY",USA,4345473919,,,,1,0,
1-Feb-16,9:02,incoming,2610268075,Pete,"Brownsville, TX",USA,7894521200,,,,1,0,
5-Feb-16,9:18,incoming,2610268075,Pete,"Paterson, NJ",USA,2097767598,,,,3,0,
12-Feb-16,10:52,incoming,2610268075,Pete,"Miami Gardens, FL",USA,8078624231,,,,1,0,
5-Feb-16,12:38,outgoing,5191799014,Bob,"Irving, TX",USA,5876933991,,USA,United States of America,5,0,
17-Feb-16,12:46,outgoing,5191799014,Bob,"Warren, MI",USA,3712512395,,USA,United States of America,2,0,
24-Jan-16,13:45,outgoing,5191799014,Bob,"Virginia Beach, VA",USA,8250278100,,USA,United States of America,3,0,
26-Jan-16,16:12,outgoing,8864023412,Betty,"Buffalo, NY",USA,2222822772,Mary,USA,United States of America,3,0,
11-Feb-16,16:12,incoming,2222822772,Mary,"El Monte, CA",USA,8864023412,Betty,,,3,0,
11-Feb-16,18:47,incoming,2222822772,Mary,"Billings, MT",USA,8225073732,,,,2,0,
10-Feb-16,20:06,outgoing,5191799014,Bob,"Scottsdale, AZ",USA,7532127273,,USA,United States of America,2,0,
12-Feb-16,2:25,outgoing,5191799014,Bob,"Sunnyvale, CA",USA,2690409235,,USA,United States of America,1,0,
7-Feb-16,2:56,outgoing,5191799014,Bob,"Roseville, CA",USA,8491504507,,USA,United States of America,1,0,
21-Feb-16,9:26,outgoing,8864023412,Betty,"Kent, WA",USA,7484352867,,USA,United States of America,5,0,
17-Feb-16,11:44,incoming,1432520729,Will,"Burbank, CA",USA,1233519746,,,,1,0,
26-Jan-16,11:58,incoming,2610268075,Pete,"Louisville, KY",USA,7625849262,,,,1,0,
10-Feb-16,12:57,outgoing,5191799014,Bob,"Boulder, CO",USA,9526471836,,USA,United States of America,4,0,
13-Feb-16,13:39,incoming,8864023412,Betty,"Springfield, IL",USA,4134162294,,,,1,0,
28-Jan-16,14:22,outgoing,2222822772,Mary,"Waterbury, CT",USA,3684925167,,USA,United States of America,1,0,
19-Feb-16,16:20,outgoing,5191799014,Bob,"Fargo, ND",USA,2610268075,Pete,USA,United States of America,2,0,
26-Jan-16,16:20,incoming,2610268075,Pete,"Richmond, CA",USA,5191799014,Bob,,,2,0,
8-Feb-16,16:44,outgoing,1432520729,Will,"Wichita Falls, TX",USA,2361280973,,USA,United States of America,1,0,
12-Feb-16,16:41,outgoing,8864023412,Betty,"Kansas City, MO",USA,3400434630,,USA,United States of America,13,0,
27-Jan-16,17:05,incoming,1432520729,Will,"Sacramento, CA",USA,613759704,,,,18,0,
3-Feb-16,17:26,incoming,1432520729,Will,"Irving, TX",USA,4223727672,,,,2,0,
6-Feb-16,16:25,outgoing,8864023412,Betty,"Colorado Springs, CO",USA,1432520729,Will,USA,United States of America,1,0,
7-Feb-16,17:25,incoming,1432520729,Will,"Antioch, CA",USA,8864023412,Betty,,,1,0,
19-Feb-16,16:26,outgoing,8864023412,Betty,"Buffalo, NY",USA,4899175554,,USA,United States of America,3,0,
4-Feb-16,18:20,outgoing,2610268075,Pete,"Albuquerque, NM",USA,9032256932,,USA,United States of America,2,0,
4-Feb-16,21:15,incoming,2222822772,Mary,"McAllen, TX",USA,4592417445,,,,2,0,
9-Feb-16,21:20,incoming,2222822772,Mary,"Tampa, FL",USA,9381681554,,,,1,0,
12-Feb-16,21:20,incoming,2222822772,Mary,"Augusta, GA",USA,1717578367,,,,1,0,
8-Feb-16,21:58,outgoing,5191799014,Bob,"Sacramento, CA",USA,513544004,,USA,United States of America,1,0,
15-Feb-16,22:00,incoming,5191799014,Bob,"Atlanta, GA",USA,3244153456,,,,2,0,
25-Jan-16,21:56,outgoing,5191799014,Bob,"Everett, WA",USA,4937744504,,USA,United States of America,2,0,
15-Feb-16,10:31,incoming,1432520729,Will,"Torrance, CA",USA,1417051567,,,,6,0,
29-Jan-16,11:43,incoming,5191799014,Bob,"Broken Arrow, OK",USA,7271512935,,,,2,0,
25-Jan-16,12:08,outgoing,9466920036,Jane,"Vista, CA",USA,5119610658,,USA,United States of America,1,0,
11-Feb-16,12:09,outgoing,9466920036,Jane,"Saint Paul, MN",USA,4354553526,,USA,United States of America,2,0,
21-Feb-16,11:54,outgoing,5191799014,Bob,"Orlando, FL",USA,2065053365,,USA,United States of America,1,0,
15-Feb-16,13:31,incoming,2610268075,Pete,"Bakersfield, CA",USA,6884127704,,,,1,0,
9-Feb-16,14:24,incoming,2610268075,Pete,"Reno, NV",USA,119651487,,,,4,0,
20-Feb-16,17:01,outgoing,2610268075,Pete,"Corona, CA",USA,9018058172,,USA,United States of America,1,0,
5-Feb-16,17:12,incoming,2222822772,Mary,"San Francisco, CA",USA,8864023412,Betty,,,6,0,
28-Jan-16,17:12,outgoing,8864023412,Betty,"Miami Gardens, FL",USA,2222822772,Mary,USA,United States of America,6,0,
18-Feb-16,17:25,incoming,1432520729,Will,"Burbank, CA",USA,6559034442,,,,20,0,
7-Feb-16,17:44,outgoing,2610268075,Pete,"Garden Grove, CA",USA,1432520729,Will,USA,United States of America,5,0,
7-Feb-16,17:44,incoming,1432520729,Will,"Jurupa Valley, CA",USA,2610268075,Pete,,,5,0,
14-Feb-16,17:49,outgoing,1432520729,Will,"San Diego, CA",USA,8912921768,,USA,United States of America,3,0,
27-Jan-16,17:51,outgoing,1432520729,Will,"Las Vegas, NV",USA,5191799014,Bob,USA,United States of America,3,0,
9-Feb-16,17:51,incoming,5191799014,Bob,"Lafayette, LA",USA,1432520729,Will,,,3,0,
15-Feb-16,18:26,outgoing,5191799014,Bob,"West Valley City, UT",USA,982443762,,USA,United States of America,1,0,
27-Jan-16,18:41,incoming,2610268075,Pete,"Ontario, CA",USA,8962504234,,,,5,0,
26-Jan-16,19:46,incoming,2610268075,Pete,"Lancaster, CA",USA,4983058006,,,,2,0,
30-Jan-16,20:25,outgoing,5191799014,Bob,"Jurupa Valley, CA",USA,7973230323,,USA,United States of America,1,0,
7-Feb-16,20:31,outgoing,2610268075,Pete,"Bridgeport, CT",USA,4655655144,,USA,United States of America,1,0,
28-Jan-16,20:32,outgoing,2610268075,Pete,"Boston, MA",USA,74746132,,USA,United States of America,2,0,
6-Feb-16,20:58,outgoing,2610268075,Pete,"Detroit, MI",USA,4110998708,,USA,United States of America,1,0,
5-Feb-16,8:19,outgoing,8864023412,Betty,"Inglewood, CA",USA,3735366517,,USA,United States of America,1,0,
26-Jan-16,8:19,outgoing,8864023412,Betty,"New York, NY",USA,5898803904,,USA,United States of America,1,0,
6-Feb-16,8:20,outgoing,8864023412,Betty,"McAllen, TX",USA,1194920020,,USA,United States of America,1,0,
13-Feb-16,9:58,incoming,1432520729,Will,"Pueblo, CO",USA,872212830,,,,5,0,
12-Feb-16,12:19,outgoing,5191799014,Bob,"Cedar Rapids, IA",USA,5447150703,,USA,United States of America,1,0,
28-Jan-16,12:52,incoming,5191799014,Bob,"Spokane, WA",USA,8654245284,,,,2,0,
14-Feb-16,13:55,outgoing,2610268075,Pete,"Philadelphia, PA",USA,2797475582,,USA,United States of America,1,0,
19-Feb-16,14:05,incoming,9466920036,Jane,"Columbus, OH",USA,6625320622,,,,1,0,
1-Feb-16,16:24,outgoing,1432520729,Will,"El Paso, TX",USA,2045791341,,USA,United States of America,3,0,
3-Feb-16,17:03,outgoing,5191799014,Bob,"Independence, MO",USA,399396185,,USA,United States of America,2,0,
20-Feb-16,19:05,incoming,9466920036,Jane,"New Orleans, LA",USA,9898901760,,,,4,0,
9-Feb-16,20:38,incoming,2222822772,Mary,"Fremont, CA",USA,6028986178,,,,3,0,
27-Jan-16,21:02,outgoing,5191799014,Bob,"Richmond, CA",USA,2546517962,,USA,United States of America,1,0,
31-Jan-16,21:10,incoming,9466920036,Jane,"Springfield, IL",USA,3554709172,,,,1,0,
19-Feb-16,21:10,incoming,2222822772,Mary,"San Antonio, TX",USA,5534392751,,,,1,0,
2-Feb-16,21:07,outgoing,5191799014,Bob,"Arlington, TX",USA,9976177366,,USA,United States of America,5,0,
28-Jan-16,21:14,incoming,2222822772,Mary,"Riverside, CA",USA,5191799014,Bob,,,1,0,
9-Feb-16,21:16,outgoing,2222822772,Mary,"Pittsburgh, PA",USA,5191799014,Bob,USA,United States of America,2,0,
19-Feb-16,21:15,incoming,5191799014,Bob,"Concord, CA",USA,2222822772,Mary,,,1,0,
10-Feb-16,21:15,outgoing,2222822772,Mary,"Hampton, VA",USA,5191799014,Bob,USA,United States of America,2,0,
7-Feb-16,21:16,incoming,5191799014,Bob,"Milwaukee, WI",USA,2222822772,Mary,,,2,0,
6-Feb-16,21:12,outgoing,2222822772,Mary,"Arlington, TX",USA,74745067,,USA,United States of America,3,0,
5-Feb-16,21:15,incoming,2222822772,Mary,"Lexington, KY",USA,7635806307,,,,1,0,
21-Feb-16,21:14,outgoing,5191799014,Bob,"Topeka, KS",USA,2222822772,Mary,USA,United States of America,1,0,
31-Jan-16,12:21,incoming,9466920036,Jane,"Oceanside, CA",USA,9440082613,,,,1,0,
13-Feb-16,14:13,outgoing,1432520729,Will,"Plano, TX",USA,1432520729,Will,,United States of America,1,0,VM
29-Jan-16,14:37,incoming,2222822772,Mary,"Abilene, TX",USA,1746570096,,,,1,0,
30-Jan-16,15:37,incoming,1432520729,Will,"Phoenix, AZ",USA,9134431606,,,,1,0,
24-Jan-16,17:28,outgoing,2610268075,Pete,"Laredo, TX",USA,3329978555,,USA,United States of America,1,0,
8-Feb-16,17:29,outgoing,2610268075,Pete,"Omaha, NE",USA,9274988408,,USA,United States of America,2,0,
10-Feb-16,17:40,incoming,2610268075,Pete,"Boise, ID",USA,9813706795,,,,1,0,
17-Feb-16,20:34,outgoing,2222822772,Mary,"Boston, MA",USA,4280580486,,USA,United States of America,1,0,
9-Feb-16,7:58,outgoing,1432520729,Will,"Tallahassee, FL",USA,2106044348,,USA,United States of America,1,0,
29-Jan-16,9:46,outgoing,8864023412,Betty,"Boise, ID",USA,5431554635,,USA,United States of America,15,0,
29-Jan-16,10:31,incoming,2610268075,Pete,"Vista, CA",USA,5385163725,,,,3,0,
24-Jan-16,10:38,outgoing,2610268075,Pete,"Knoxville, TN",USA,9423544148,,USA,United States of America,5,0,
18-Feb-16,10:43,incoming,2610268075,Pete,"Joliet, IL",USA,4957045991,,,,3,0,
24-Jan-16,10:46,outgoing,2610268075,Pete,"Irvine, CA",USA,9910471190,,USA,United States of America,4,0,
14-Feb-16,11:46,incoming,2610268075,Pete,"Dayton, OH",USA,6716944737,,,,3,0,
28-Jan-16,11:51,outgoing,2610268075,Pete,"Scottsdale, AZ",USA,978067959,,USA,United States of America,5,0,
20-Feb-16,13:01,incoming,2222822772,Mary,"Palmdale, CA",USA,2610268075,Pete,,,7,0,
9-Feb-16,13:01,outgoing,2610268075,Pete,"Pomona, CA",USA,2222822772,Mary,USA,United States of America,7,0,
21-Feb-16,13:34,outgoing,2610268075,Pete,"Independence, MO",USA,1719328500,,USA,United States of America,1,0,
25-Jan-16,13:45,incoming,2222822772,Mary,"Modesto, CA",USA,5411471944,,,,1,0,
7-Feb-16,15:55,outgoing,5191799014,Bob,"Birmingham, AL",USA,2222822772,Mary,USA,United States of America,4,0,
20-Feb-16,15:55,incoming,2222822772,Mary,"Athens, GA",USA,5191799014,Bob,,,4,0,
28-Jan-16,16:42,outgoing,8864023412,Betty,"Santa Clarita, CA",USA,2434556361,,USA,United States of America,10,0,
14-Feb-16,16:54,outgoing,8864023412,Betty,"Irving, TX",USA,2222822772,Mary,USA,United States of America,3,0,
10-Feb-16,16:54,incoming,2222822772,Mary,"San Angelo, TX",USA,8864023412,Betty,,,3,0,
11-Feb-16,17:04,incoming,1432520729,Will,"San Mateo, CA",USA,3995085643,,,,12,0,
26-Jan-16,18:47,outgoing,2222822772,Mary,"Denton, TX",USA,5191799014,Bob,USA,United States of America,2,0,
19-Feb-16,18:47,incoming,5191799014,Bob,"Newark, NJ",USA,2222822772,Mary,,,2,0,
9-Feb-16,20:14,incoming,9466920036,Jane,"Portland, OR",USA,5152407428,,,,3,0,
16-Feb-16,9:10,incoming,2610268075,Pete,"Antioch, CA",USA,9329489557,,,,7,0,
12-Feb-16,9:21,outgoing,8864023412,Betty,"Waterbury, CT",USA,8478174872,,USA,United States of America,7,0,
20-Feb-16,9:28,outgoing,8864023412,Betty,"Oxnard, CA",USA,9323465216,,USA,United States of America,9,0,
30-Jan-16,9:43,outgoing,8864023412,Betty,"El Paso, TX",USA,5151258623,,USA,United States of America,3,0,
17-Feb-16,10:44,outgoing,5191799014,Bob,"Jacksonville, FL",USA,4304322143,,USA,United States of America,2,0,
5-Feb-16,11:20,outgoing,5191799014,Bob,"El Paso, TX",USA,6036221220,,USA,United States of America,1,0,
26-Jan-16,12:00,outgoing,2222822772,Mary,"Bridgeport, CT",USA,5191799014,Bob,USA,United States of America,1,0,
10-Feb-16,12:01,outgoing,5191799014,Bob,"Kansas City, MO",USA,2222822772,Mary,USA,United States of America,2,0,
8-Feb-16,12:01,incoming,2222822772,Mary,"Toledo, OH",USA,5191799014,Bob,,,2,0,
9-Feb-16,12:16,incoming,2222822772,Mary,"Escondido, CA",USA,5191799014,Bob,,,2,0,
8-Feb-16,12:16,outgoing,5191799014,Bob,"Brownsville, TX",USA,2222822772,Mary,USA,United States of America,2,0,
12-Feb-16,12:19,outgoing,2222822772,Mary,"Murrieta, CA",USA,6043751395,,USA,United States of America,2,0,
30-Jan-16,12:27,incoming,5191799014,Bob,"Midland, TX",USA,7710176436,,,,11,0,
31-Jan-16,12:40,outgoing,2222822772,Mary,"Mesquite, TX",USA,8864023412,Betty,USA,United States of America,14,0,
21-Feb-16,12:41,incoming,8864023412,Betty,"Brownsville, TX",USA,2222822772,Mary,,,14,0,
15-Feb-16,14:16,incoming,2610268075,Pete,"Kansas City, MO",USA,5635044726,,,,3,0,
10-Feb-16,14:40,incoming,1432520729,Will,"Alexandria, VA",USA,3683070382,,,,2,0,
1-Feb-16,14:57,incoming,9466920036,Jane,"Murrieta, CA",USA,6492241853,,,,2,0,
6-Feb-16,15:42,outgoing,9466920036,Jane,"Alexandria, VA",USA,8175265045,,USA,United States of America,2,0,
14-Feb-16,15:56,outgoing,9466920036,Jane,"Philadelphia, PA",USA,7080586402,,USA,United States of America,1,0,
12-Feb-16,17:29,outgoing,1432520729,Will,"Phoenix, AZ",USA,3071843965,,USA,United States of America,10,0,
25-Jan-16,18:59,outgoing,5191799014,Bob,"Detroit, MI",USA,4514116970,,USA,United States of America,1,0,
25-Jan-16,18:58,outgoing,5191799014,Bob,"Stockton, CA",USA,5547478210,,USA,United States of America,1,0,
30-Jan-16,19:00,outgoing,5191799014,Bob,"Salinas, CA",USA,2898008175,,USA,United States of America,1,0,
11-Feb-16,19:07,outgoing,5191799014,Bob,"Boston, MA",USA,9328658597,,USA,United States of America,2,0,
24-Jan-16,20:01,incoming,5191799014,Bob,"Cedar Rapids, IA",USA,4123599513,,,,1,0,
31-Jan-16,23:38,outgoing,5191799014,Bob,"Lincoln, NE",USA,6937807896,,USA,United States of America,2,0,
28-Jan-16,8:17,outgoing,8864023412,Betty,"Stockton, CA",USA,9874871633,,USA,United States of America,2,0,
25-Jan-16,8:14,outgoing,8864023412,Betty,"Tulsa, OK",USA,6335869532,,USA,United States of America,3,0,
31-Jan-16,8:31,incoming,8864023412,Betty,"Rochester, NY",USA,2950127716,,,,7,0,
12-Feb-16,8:38,outgoing,8864023412,Betty,"Elk Grove, CA",USA,3039539385,,USA,United States of America,2,0,
11-Feb-16,8:41,incoming,2610268075,Pete,"Lowell, MA",USA,6036566040,,,,1,0,
17-Feb-16,11:00,outgoing,5191799014,Bob,"Henderson, NV",USA,3487705612,,USA,United States of America,3,0,
10-Feb-16,11:35,incoming,2222822772,Mary,"Simi Valley, CA",USA,2449370852,,,,2,0,
4-Feb-16,11:58,outgoing,5191799014,Bob,"Pompano Beach, FL",USA,9827827931,,USA,United States of America,1,0,
18-Feb-16,12:04,incoming,8864023412,Betty,"Pembroke Pines, FL",USA,4984643750,,,,1,0,
17-Feb-16,12:09,outgoing,2222822772,Mary,"Fremont, CA",USA,5352442508,,USA,United States of America,1,0,
30-Jan-16,12:48,outgoing,5191799014,Bob,"Palm Bay, FL",USA,9210994116,,USA,United States of America,1,0,
17-Feb-16,12:58,incoming,8864023412,Betty,"Kansas City, MO",USA,2169707022,,,,1,0,
19-Feb-16,13:52,incoming,2610268075,Pete,"Oakland, CA",USA,4079514509,,,,2,0,
25-Jan-16,13:57,incoming,5191799014,Bob,"Rancho Cucamonga, CA",USA,4355180446,,,,1,0,
13-Feb-16,14:57,incoming,8864023412,Betty,"Tyler, TX",USA,7680692154,,,,1,0,
1-Feb-16,16:16,outgoing,8864023412,Betty,"Waco, TX",USA,1832944073,,USA,United States of America,1,0,
29-Jan-16,16:16,outgoing,2610268075,Pete,"Norman, OK",USA,7204596178,,USA,United States of America,2,0,
6-Feb-16,16:17,outgoing,1432520729,Will,"Provo, UT",USA,7649041092,,USA,United States of America,2,0,
9-Feb-16,16:16,outgoing,8864023412,Betty,"Fort Collins, CO",USA,5963087236,,USA,United States of America,2,0,
11-Feb-16,16:20,outgoing,1432520729,Will,"Santa Clara, CA",USA,2009926354,,USA,United States of America,1,0,
4-Feb-16,16:41,incoming,1432520729,Will,"St. Petersburg, FL",USA,6783253982,,,,2,0,
8-Feb-16,16:41,incoming,8864023412,Betty,"Buffalo, NY",USA,555293184,,,,32,0,
20-Feb-16,17:28,incoming,2222822772,Mary,"Midland, TX",USA,8381543767,,,,2,0,
7-Feb-16,19:30,outgoing,5191799014,Bob,"Tacoma, WA",USA,6909987688,,USA,United States of America,1,0,
15-Feb-16,20:03,outgoing,5191799014,Bob,"Lexington, KY",USA,6930152344,,USA,United States of America,1,0,
2-Feb-16,21:10,outgoing,2222822772,Mary,"Colorado Springs, CO",USA,4027654149,,USA,United States of America,1,0,
28-Jan-16,21:31,incoming,5191799014,Bob,"Joliet, IL",USA,1356401633,,,,1,0,
8-Feb-16,11:29,incoming,2222822772,Mary,"Davie, FL",USA,4935499814,,,,1,0,
8-Feb-16,12:21,outgoing,5191799014,Bob,"Antioch, CA",USA,9708587955,,USA,United States of America,1,0,
2-Feb-16,12:52,outgoing,2222822772,Mary,"Springfield, MA",USA,1569190349,,USA,United States of America,1,0,
1-Feb-16,13:02,incoming,2222822772,Mary,"Coral Springs, FL",USA,6297818704,,,,1,0,
6-Feb-16,13:22,incoming,5191799014,Bob,"North Charleston, SC",USA,2950036607,,,,1,0,
12-Feb-16,13:45,outgoing,2610268075,Pete,"Hartford, CT",USA,3325773782,,USA,United States of America,6,0,
29-Jan-16,13:57,outgoing,2222822772,Mary,"Frisco, TX",USA,8864023412,Betty,USA,United States of America,6,0,
11-Feb-16,13:57,incoming,8864023412,Betty,"Oklahoma City, OK",USA,2222822772,Mary,,,5,0,
18-Feb-16,14:33,incoming,5191799014,Bob,"Cleveland, OH",USA,3235900816,,,,2,0,
1-Feb-16,14:37,outgoing,2222822772,Mary,"College Station, TX",USA,8788132974,,USA,United States of America,1,0,
